block_id,hour,lighting_score,police_stn_dist,past_incidents,crowd_density,risk_score
82,2,6,6.02,33,0,100.0
56,22,1,6.34,7,6,100.0
42,15,7,4.67,17,9,74.3
15,1,3,9.69,41,1,100.0
64,4,3,9.26,50,6,100.0
11,20,10,1.04,50,9,100.0
44,4,9,8.8,0,7,73.33
13,19,3,8.15,34,9,100.0
22,1,5,2.26,2,3,82.84
42,8,0,6.0,9,8,99.93
32,22,1,6.24,38,0,100.0
14,8,5,8.92,43,10,100.0
49,23,9,8.4,23,9,100.0
60,21,4,2.65,41,0,100.0
37,4,8,8.85,21,10,100.0
64,11,9,1.54,49,8,100.0
6,0,7,1.01,3,9,65.02
55,1,1,7.57,4,3,100.0
62,7,0,5.64,44,4,100.0
82,0,5,4.56,35,3,100.0
21,4,8,1.53,27,10,100.0
62,3,1,2.63,30,9,100.0
78,3,1,5.0,5,5,100.0
27,0,6,0.89,40,2,100.0
34,13,7,6.22,34,8,100.0
37,16,5,2.71,7,9,62.55
41,10,2,7.55,41,0,100.0
57,12,9,9.29,19,9,83.98
27,4,6,6.53,39,2,100.0
43,2,3,5.85,29,5,100.0
27,9,10,9.15,48,0,100.0
45,16,4,6.97,49,8,100.0
46,4,10,1.1,6,1,75.7
46,23,1,3.98,39,9,100.0
58,7,3,2.22,12,6,79.58
78,3,0,4.42,11,2,100.0
34,17,4,1.42,8,2,64.79
43,23,6,2.05,4,5,75.9
32,7,10,7.61,48,8,100.0
45,15,6,7.07,27,8,100.0
49,23,7,8.27,46,6,100.0
47,13,3,7.76,9,1,89.73
63,2,6,5.61,16,5,100.0
13,20,1,4.41,38,5,100.0
21,7,2,1.33,3,9,62.16
46,9,8,9.81,45,8,100.0
3,15,6,1.72,46,6,100.0
64,15,8,4.25,47,1,100.0
95,14,1,2.25,47,6,100.0
69,7,1,2.02,43,4,100.0
25,14,8,2.67,20,1,65.65
25,0,6,4.52,20,2,100.0
56,9,3,3.59,18,2,94.36
29,7,5,0.44,7,3,61.0
51,23,10,5.37,26,0,100.0
60,17,0,7.03,25,10,100.0
89,10,4,1.58,19,3,83.25
2,4,10,7.09,43,8,100.0
56,6,8,7.73,30,7,100.0
12,1,2,4.7,46,6,100.0
28,17,5,5.2,33,3,100.0
69,14,10,5.37,50,10,100.0
59,20,3,2.71,10,5,76.21
94,6,8,9.87,12,9,80.27
57,2,9,8.96,45,8,100.0
60,7,3,1.94,12,10,75.22
80,2,3,8.96,31,6,100.0
70,17,1,5.9,16,9,100.0
38,21,10,9.81,17,9,92.91
83,14,9,8.02,29,4,100.0
44,17,4,0.45,43,9,100.0
7,9,3,9.66,12,6,100.0
76,20,7,4.31,32,9,100.0
49,22,2,2.3,43,0,100.0
88,8,9,8.12,29,10,100.0
61,23,10,2.29,38,10,100.0
54,7,4,6.14,13,10,76.44
51,1,8,2.89,42,8,100.0
15,15,9,0.46,5,1,32.98
21,22,1,0.93,47,7,100.0
94,13,4,6.05,21,5,98.36
13,3,5,1.84,34,5,100.0
64,11,5,1.48,2,10,48.25
81,20,10,8.15,26,8,100.0
21,1,7,2.94,22,6,100.0
45,14,3,2.56,6,7,69.75
43,23,7,9.82,44,0,100.0
52,6,8,3.24,8,2,44.06
92,6,4,2.28,15,5,72.06
43,3,7,6.26,36,9,100.0
16,5,8,5.95,45,9,100.0
35,8,9,2.17,13,1,55.71
40,1,10,1.58,21,5,86.67
83,23,0,7.05,7,10,100.0
68,12,4,2.78,33,7,100.0
73,0,9,5.89,22,3,100.0
12,6,2,3.85,29,0,100.0
42,14,0,6.52,19,6,100.0
60,17,9,5.3,44,8,100.0
8,3,1,7.43,29,2,100.0
16,0,9,5.33,47,3,100.0
62,2,10,3.67,13,9,86.44
16,5,6,8.19,4,4,72.97
64,16,3,0.22,23,3,89.93
41,0,8,8.12,29,0,100.0
63,16,7,7.57,39,7,100.0
41,18,2,8.1,14,6,100.0
87,13,7,8.42,6,9,72.19
97,23,4,1.48,24,7,100.0
70,20,7,8.68,50,2,100.0
92,3,4,3.14,6,10,82.77
100,23,6,5.54,20,4,100.0
94,11,1,5.07,33,1,100.0
18,16,9,0.93,1,4,31.81
75,15,7,5.08,11,2,61.15
15,17,5,3.9,27,5,100.0
93,8,9,2.17,13,9,53.36
46,11,1,5.3,11,4,90.23
5,4,1,5.5,21,10,100.0
51,16,7,9.3,2,10,61.57
66,21,10,1.63,15,5,70.31
90,23,9,3.75,28,0,100.0
83,4,0,6.69,13,2,100.0
12,22,9,5.17,9,7,90.83
66,18,2,0.3,17,9,98.22
65,4,2,3.39,43,10,100.0
67,22,0,1.93,33,0,100.0
99,0,10,4.25,27,6,100.0
64,9,8,9.59,2,3,58.25
53,17,7,8.88,46,8,100.0
30,5,5,1.75,29,6,100.0
41,5,5,7.17,50,10,100.0
63,5,2,6.07,33,6,100.0
53,0,2,7.93,32,7,100.0
25,22,0,1.87,2,9,96.79
31,21,8,3.37,1,8,46.3
41,15,6,4.87,32,3,100.0
79,19,0,3.77,30,9,100.0
51,12,1,6.93,40,3,100.0
25,3,2,8.11,27,0,100.0
67,4,4,8.88,25,7,100.0
17,7,9,7.85,17,5,96.51
32,2,4,1.03,40,1,100.0
82,5,10,4.59,43,1,100.0
22,8,2,8.81,27,8,100.0
18,21,2,2.17,20,6,100.0
39,3,5,6.35,28,8,100.0
72,11,0,2.92,0,2,75.08
76,15,8,4.94,48,3,100.0
13,6,2,4.01,46,4,100.0
8,12,9,8.97,18,5,84.56
80,2,0,4.67,21,3,100.0
90,10,1,9.92,2,7,97.76
93,1,7,4.48,11,0,100.0
54,21,3,7.3,7,1,97.69
66,12,8,4.59,36,7,100.0
21,3,4,6.12,45,2,100.0
31,21,1,5.7,13,2,100.0
4,6,1,5.24,28,5,100.0
71,21,1,5.27,24,8,100.0
58,12,6,0.31,12,8,61.2
69,14,3,8.68,5,9,77.41
11,8,0,2.73,15,7,100.0
73,11,3,3.05,26,10,100.0
10,14,5,8.58,3,8,75.15
11,3,0,7.52,18,9,100.0
4,20,3,3.04,26,4,100.0
65,20,7,9.45,8,6,84.3
1,17,8,3.87,40,0,100.0
22,8,10,3.33,4,10,38.45
77,11,5,9.01,41,4,100.0
1,11,1,3.39,48,2,100.0
43,19,4,1.27,12,4,85.03
74,3,3,5.62,11,5,100.0
49,10,10,9.21,8,4,74.66
8,20,10,5.05,46,5,100.0
43,4,10,9.17,50,10,100.0
4,16,0,8.53,42,5,100.0
75,3,0,7.57,34,1,100.0
33,21,1,2.01,7,1,82.02
72,19,2,6.27,39,9,100.0
10,13,5,2.39,24,5,92.94
41,3,9,1.22,44,3,100.0
87,6,7,6.15,22,2,86.65
8,6,7,9.23,0,9,54.3
98,18,9,7.34,24,3,100.0
47,17,7,5.0,0,2,50.11
87,21,3,2.14,45,10,100.0
9,4,5,8.16,11,5,100.0
83,12,10,0.97,49,8,100.0
86,22,9,7.03,48,0,100.0
77,5,1,6.36,7,5,90.28
87,15,0,3.39,38,4,100.0
49,20,6,0.73,12,4,61.95
9,16,6,6.7,25,10,100.0
37,7,7,4.7,41,7,100.0
68,18,8,1.53,10,3,54.33
95,20,8,5.91,12,10,84.56
57,3,8,2.39,37,5,100.0
2,14,2,6.21,9,2,90.88
2,0,10,1.25,0,2,68.36
28,9,3,7.14,6,2,79.02
67,19,10,2.1,32,7,98.14
10,0,1,0.45,29,3,100.0
33,3,2,5.58,24,2,100.0
72,2,4,8.4,5,4,100.0
66,9,5,8.58,11,3,87.77
36,4,4,3.12,15,0,100.0
51,12,9,4.75,9,0,46.03
62,16,2,3.9,48,5,100.0
58,11,6,9.05,32,8,100.0
40,4,3,8.22,36,3,100.0
20,5,9,4.75,31,3,100.0
30,10,4,6.4,11,2,80.26
51,4,4,2.7,27,2,100.0
52,8,5,6.65,49,9,100.0
83,0,3,6.97,15,8,100.0
83,0,6,9.75,17,5,100.0
39,7,10,4.19,42,1,100.0
23,18,4,4.06,39,10,100.0
88,4,9,7.65,50,7,100.0
55,10,7,3.48,0,5,35.69
80,1,6,9.82,33,9,100.0
76,8,7,4.03,3,1,48.09
3,4,5,4.47,27,9,100.0
74,4,5,2.5,49,3,100.0
76,8,2,4.26,38,0,100.0
38,2,8,8.67,10,9,93.73
19,14,5,5.32,46,7,100.0
63,12,0,5.7,31,2,100.0
10,0,9,4.27,46,10,100.0
99,18,5,7.03,3,10,84.23
97,6,10,4.9,37,5,100.0
26,10,9,4.87,0,5,39.76
71,2,6,9.72,12,6,100.0
50,13,2,2.75,3,7,67.59
77,15,1,1.28,26,0,100.0
88,21,3,3.71,48,7,100.0
39,3,9,5.05,4,3,71.2
55,14,1,6.02,2,7,77.63
37,22,1,2.59,50,8,100.0
12,22,4,4.24,13,1,100.0
42,9,8,9.84,15,0,91.7
26,18,9,6.75,45,1,100.0
7,2,3,6.26,16,9,100.0
2,20,1,0.2,13,7,96.56
40,7,1,6.15,37,7,100.0
53,21,9,4.63,39,4,100.0
20,3,5,8.97,25,2,100.0
3,15,6,0.54,30,10,95.68
28,13,7,9.55,17,1,89.03
14,10,7,7.17,46,8,100.0
59,10,6,7.86,35,0,100.0
36,21,0,4.92,17,9,100.0
45,2,4,9.94,11,5,100.0
88,11,5,3.87,48,2,100.0
79,7,6,4.53,3,0,54.01
64,1,7,9.17,39,4,100.0
90,19,0,8.05,20,3,100.0
31,5,4,1.35,7,8,47.33
89,5,2,6.49,7,5,80.45
60,6,10,4.72,2,7,42.88
16,1,3,2.59,42,0,100.0
48,17,9,4.46,44,0,100.0
7,6,2,3.94,39,4,100.0
66,9,5,2.64,20,7,78.39
54,16,9,5.69,22,3,84.63
16,8,4,2.37,40,2,100.0
48,20,5,4.64,10,5,87.94
41,14,5,0.35,20,1,92.0
86,19,3,6.82,5,0,92.87
19,9,2,3.35,1,1,69.19
33,23,7,6.35,8,9,100.0
82,4,9,1.11,13,0,95.22
13,14,7,3.64,17,4,75.98
28,13,10,1.07,0,3,28.37
95,22,1,5.06,24,6,100.0
98,23,1,3.82,24,10,100.0
49,20,9,8.45,43,6,100.0
99,19,6,9.18,33,6,100.0
51,8,4,4.43,23,7,100.0
58,15,7,4.83,49,2,100.0
79,9,0,4.98,36,8,100.0
27,9,3,0.9,16,8,92.26
50,10,3,0.92,42,6,100.0
72,22,0,6.29,23,2,100.0
38,21,8,1.5,29,1,95.99
52,8,1,8.32,33,4,100.0
42,1,1,7.59,17,9,100.0
91,9,3,2.16,4,1,58.23
59,0,3,7.0,22,5,100.0
14,9,2,2.37,50,0,100.0
24,20,2,4.52,47,8,100.0
39,9,0,6.19,32,9,100.0
84,20,0,6.77,17,5,100.0
94,3,0,7.96,2,5,100.0
69,9,9,1.04,28,7,73.07
19,21,4,3.62,8,2,74.24
9,15,6,9.04,6,3,84.16
6,2,8,0.93,26,7,100.0
53,14,10,2.21,30,0,86.96
61,15,5,3.67,40,7,100.0
92,0,5,5.46,24,2,100.0
3,16,9,4.27,8,5,51.59
55,16,7,6.17,30,8,100.0
58,18,9,7.01,9,2,72.41
40,17,8,2.58,13,4,60.66
24,7,4,4.72,7,4,77.88
42,19,9,0.57,45,1,100.0
100,14,8,0.44,8,3,48.88
58,23,4,5.76,45,9,100.0
40,8,10,7.08,44,9,100.0
30,8,4,2.31,37,3,100.0
57,11,3,1.33,27,5,99.23
1,17,9,2.82,13,0,59.2
27,19,3,4.65,38,3,100.0
67,7,7,8.15,3,6,62.89
73,9,8,1.27,30,0,91.73
64,3,7,4.68,7,7,97.96
79,16,10,4.87,43,9,100.0
57,10,1,4.58,10,9,79.79
47,23,7,2.54,22,5,100.0
20,9,9,8.2,14,5,74.72
21,7,7,2.51,24,3,89.11
64,20,4,7.81,37,3,100.0
94,14,4,3.42,44,10,100.0
95,1,1,6.46,27,3,100.0
43,12,4,0.97,13,10,70.13
34,1,3,4.79,4,4,97.51
95,1,5,9.92,20,8,100.0
90,3,8,6.85,6,4,96.52
8,20,4,8.15,20,2,100.0
55,12,6,9.84,37,10,100.0
47,5,6,5.65,19,5,86.5
75,22,0,4.54,50,3,100.0
95,23,3,1.31,10,6,93.97
57,19,3,8.95,5,8,98.13
75,13,6,4.25,2,3,54.03
41,17,0,8.22,37,1,100.0
80,10,9,9.25,36,3,100.0
20,4,4,2.91,29,9,100.0
57,20,0,3.21,10,3,100.0
72,3,10,6.31,17,9,100.0
99,13,3,9.36,15,0,100.0
8,7,7,3.2,26,10,100.0
100,20,5,6.33,45,8,100.0
35,1,3,3.76,35,1,100.0
92,3,0,1.97,1,8,88.33
30,5,7,0.69,48,9,100.0
84,13,3,8.54,6,6,73.42
7,20,4,9.67,45,3,100.0
31,2,3,6.85,6,10,100.0
85,5,9,8.26,42,10,100.0
40,4,6,8.38,20,9,100.0
9,21,3,1.13,30,5,100.0
38,8,4,1.11,37,1,100.0
26,19,2,3.39,28,9,100.0
4,7,10,5.29,33,3,100.0
45,9,5,5.33,19,3,94.45
79,0,3,9.88,7,2,100.0
28,14,2,7.61,41,9,100.0
28,5,4,5.95,49,0,100.0
5,10,1,3.66,16,2,100.0
44,17,7,4.78,19,0,86.19
7,3,7,7.49,34,2,100.0
75,15,2,9.34,12,2,97.75
31,0,10,9.01,28,8,100.0
75,17,6,7.24,42,4,100.0
21,13,5,2.87,21,2,98.48
53,18,2,5.6,6,5,89.07
18,21,0,5.08,29,4,100.0
80,17,1,8.48,2,7,89.92
35,12,4,7.15,31,4,100.0
93,15,3,5.94,27,1,100.0
88,21,5,6.57,34,7,100.0
89,17,2,2.2,14,1,86.41
16,14,10,0.37,31,7,84.28
75,19,7,2.97,37,4,100.0
46,5,7,8.93,24,3,100.0
3,0,0,7.07,9,1,100.0
21,21,10,8.42,0,3,62.02
58,21,9,0.56,0,3,23.86
76,11,3,0.24,29,4,100.0
10,7,2,4.65,41,9,100.0
14,20,4,9.41,4,3,87.09
96,23,6,9.07,1,2,100.0
26,10,0,8.89,46,10,100.0
75,12,9,7.04,38,10,100.0
27,18,8,4.4,13,10,71.91
61,4,8,1.27,40,5,100.0
50,17,6,9.13,28,4,100.0
79,4,2,8.69,3,6,100.0
14,8,2,3.19,50,4,100.0
36,21,9,8.39,11,3,81.63
27,18,2,5.56,9,0,93.93
52,13,6,4.28,26,5,98.29
49,15,4,2.23,4,1,60.13
12,0,8,3.12,37,5,100.0
18,3,6,3.02,2,0,86.07
45,13,2,6.27,27,8,100.0
83,18,1,1.33,24,6,100.0
45,20,8,2.34,35,3,100.0
98,15,5,4.48,43,9,100.0
65,9,7,4.51,16,7,73.0
96,16,7,6.69,36,3,100.0
63,7,2,1.02,39,3,100.0
16,14,4,9.16,27,4,100.0
90,16,7,9.93,40,2,100.0
95,21,10,1.35,18,1,66.87
6,23,6,9.15,10,4,100.0
83,23,4,4.85,14,5,100.0
8,16,1,3.22,40,7,100.0
39,14,9,7.57,34,10,100.0
36,14,7,9.14,23,3,100.0
15,23,4,7.09,18,2,100.0
69,11,1,7.89,46,7,100.0
90,2,0,5.12,23,2,100.0
66,7,1,2.69,9,8,89.07
79,5,1,6.85,45,2,100.0
86,15,6,8.11,33,7,100.0
39,22,3,2.68,28,2,100.0
41,4,10,3.69,12,9,75.81
58,21,9,7.74,23,8,100.0
63,16,1,3.16,27,7,100.0
35,9,2,5.76,14,10,93.35
16,16,7,3.56,20,1,84.34
62,4,1,1.08,36,5,100.0
83,16,3,1.4,20,7,94.47
44,13,7,9.58,24,6,100.0
10,13,2,7.56,24,0,100.0
10,8,6,9.25,16,5,90.24
69,22,0,3.56,14,1,100.0
86,23,10,5.56,30,4,100.0
8,15,4,2.23,41,4,100.0
98,3,8,7.21,19,3,100.0
68,8,8,9.26,45,8,100.0
48,18,9,9.72,38,8,100.0
18,12,8,6.89,13,7,63.86
35,10,3,6.02,49,1,100.0
47,16,7,2.02,2,1,36.54
55,18,8,9.94,40,10,100.0
58,20,4,6.32,42,3,100.0
24,12,8,6.53,42,2,100.0
3,1,1,7.58,36,8,100.0
99,2,1,6.24,7,4,100.0
45,22,7,8.16,13,10,100.0
20,15,6,0.19,1,9,38.19
20,0,4,5.99,44,9,100.0
61,14,5,9.06,25,5,100.0
89,7,5,0.62,38,4,100.0
74,22,3,2.09,49,10,100.0
44,13,10,9.97,42,1,100.0
37,17,8,6.11,43,6,100.0
73,5,9,4.37,0,7,29.35
48,21,0,3.57,27,10,100.0
14,0,0,4.27,18,1,100.0
86,12,4,5.26,32,6,100.0
26,22,10,1.69,17,6,83.91
79,13,5,8.05,3,1,79.71
22,1,9,9.15,13,0,100.0
37,4,0,3.96,1,2,100.0
30,5,7,1.85,50,1,100.0
65,13,7,7.56,39,6,100.0
59,3,9,8.71,7,4,84.21
52,6,2,0.4,28,4,100.0
31,16,7,8.19,44,8,100.0
90,3,0,5.37,32,2,100.0
56,13,3,7.65,9,4,84.09
83,4,8,3.62,26,1,100.0
68,0,2,6.35,32,7,100.0
64,17,3,5.77,9,8,78.37
80,10,1,1.04,0,1,62.83
83,20,0,9.92,15,10,100.0
10,0,3,9.9,22,9,100.0
22,4,2,3.25,1,8,79.85
85,11,5,7.23,42,5,100.0
86,18,4,9.87,17,9,100.0
30,6,6,4.37,41,7,100.0
82,7,8,6.88,44,5,100.0
9,11,3,8.88,38,4,100.0
16,7,1,4.35,41,5,100.0
41,18,2,1.82,23,1,100.0
72,2,10,3.88,9,4,79.88
35,5,3,3.4,41,10,100.0
37,16,4,6.05,9,7,77.15
83,14,9,4.55,17,0,74.62
42,9,9,9.78,21,8,95.36
18,14,8,7.19,35,5,100.0
100,16,0,3.17,45,7,100.0
91,15,7,9.86,9,6,81.98
22,0,1,7.26,42,1,100.0
43,23,9,8.61,27,4,100.0
39,12,8,0.49,10,10,44.83
67,20,3,0.67,43,4,100.0
75,23,5,1.73,41,8,100.0
84,5,10,2.96,20,1,74.52
49,13,9,7.71,28,8,100.0
15,1,1,5.27,18,3,100.0
86,10,6,7.93,13,10,83.32
7,23,2,7.68,42,4,100.0
85,21,0,7.77,36,6,100.0
63,20,7,4.88,41,2,100.0
55,22,8,6.48,48,4,100.0
33,14,0,0.2,10,8,81.66
99,20,6,3.74,48,3,100.0
84,13,6,1.67,14,2,66.78
47,15,6,1.35,34,7,100.0
85,5,5,3.93,13,0,70.58
22,11,10,2.37,24,6,77.51
95,1,2,1.97,34,7,100.0
29,15,7,7.89,16,8,94.0
56,8,6,5.14,29,0,100.0
40,15,4,7.27,14,3,97.0
31,10,9,3.37,46,7,100.0
65,17,1,8.59,19,9,100.0
18,23,2,4.89,46,6,100.0
30,21,3,9.73,45,8,100.0
82,14,8,8.01,13,3,71.22
64,16,6,1.9,0,5,38.28
71,11,7,9.74,3,6,67.17
68,9,0,1.65,40,8,100.0
71,10,9,4.64,25,9,97.55
72,12,7,0.51,20,1,73.94
19,10,6,2.41,28,5,100.0
24,4,7,6.8,5,0,100.0
23,20,4,7.63,29,8,100.0
40,18,6,4.68,6,10,65.39
61,13,7,5.4,40,5,100.0
22,7,4,8.33,43,1,100.0
28,0,6,1.16,14,8,92.52
65,0,10,7.17,28,6,100.0
97,15,2,6.99,36,5,100.0
37,20,8,1.17,37,8,100.0
51,15,10,3.7,13,1,67.84
77,11,10,4.43,6,1,44.82
12,22,8,8.08,10,7,100.0
62,23,10,4.59,47,6,100.0
72,2,8,9.39,5,8,94.72
26,18,10,3.41,44,3,100.0
90,3,0,1.73,48,3,100.0
25,6,5,0.43,37,4,100.0
67,2,6,8.51,18,4,100.0
65,23,2,3.33,7,8,100.0
37,19,3,4.68,5,0,84.68
87,4,5,2.15,28,7,100.0
1,15,9,2.05,11,5,43.54
37,1,7,5.16,6,6,80.88
28,8,5,9.02,16,4,100.0
18,18,2,9.78,24,3,100.0
21,19,0,2.49,48,6,100.0
95,20,8,4.49,40,9,100.0
15,9,3,8.3,36,2,100.0
42,17,2,0.35,50,4,100.0
79,0,3,3.86,37,10,100.0
62,10,8,2.46,4,1,32.1
67,4,5,8.91,49,2,100.0
64,2,1,1.23,21,2,100.0
28,8,1,1.12,11,2,78.27
18,5,6,1.56,44,2,100.0
55,1,6,7.44,37,2,100.0
54,16,7,9.11,33,1,100.0
56,17,10,5.97,18,6,76.69
89,0,8,9.9,11,3,100.0
52,20,7,4.76,34,1,100.0
72,13,1,2.45,45,7,100.0
34,12,7,7.6,27,3,100.0
15,2,5,9.55,11,0,100.0
84,0,6,6.05,23,2,100.0
77,4,7,6.17,15,1,100.0
65,15,6,3.7,5,6,57.78
30,22,5,4.98,20,6,100.0
97,15,0,7.95,47,5,100.0
18,19,2,5.93,13,8,100.0
79,13,3,3.59,7,8,78.01
40,21,9,3.6,8,0,55.46
44,20,8,1.82,10,10,65.19
95,19,3,6.46,2,1,79.46
84,21,0,2.24,42,9,100.0
88,10,2,4.85,18,3,100.0
64,10,10,3.61,12,0,56.93
90,11,4,3.61,43,0,100.0
57,3,8,8.27,10,3,100.0
71,9,6,4.37,23,1,88.0
53,17,3,4.64,27,2,100.0
88,21,1,2.19,40,4,100.0
12,2,10,5.59,17,4,91.93
59,21,6,1.73,21,2,90.89
19,21,10,0.84,8,1,51.43
92,15,9,2.37,0,2,32.2
89,11,9,4.51,17,5,70.7
91,19,1,9.68,36,4,100.0
56,7,8,3.59,34,1,100.0
4,15,9,8.51,24,10,90.04
95,19,9,9.23,37,0,100.0
89,9,2,9.87,19,0,100.0
10,21,5,7.56,47,3,100.0
80,17,9,0.53,44,6,100.0
94,19,3,9.15,38,5,100.0
1,10,2,3.3,3,7,66.48
100,1,7,9.28,30,9,100.0
48,23,7,8.37,14,9,100.0
29,3,1,4.65,38,1,100.0
78,10,8,1.46,10,8,50.68
37,14,8,7.47,29,1,100.0
35,16,4,6.36,16,2,98.31
93,10,6,4.64,35,5,100.0
72,14,1,9.62,31,4,100.0
49,13,7,7.24,28,7,100.0
49,7,8,5.23,22,3,95.27
5,5,7,3.02,6,10,58.79
3,17,10,9.47,37,7,100.0
4,23,8,1.15,26,5,100.0
55,6,7,7.83,15,8,91.86
20,5,9,9.83,6,8,59.81
60,16,6,2.35,27,4,99.6
21,0,8,8.59,28,2,100.0
48,23,7,1.53,50,8,100.0
63,3,0,3.63,33,1,100.0
54,12,2,8.97,26,1,100.0
58,16,2,6.16,5,0,81.4
39,1,0,2.57,11,2,100.0
61,17,10,9.76,44,6,100.0
78,1,1,0.19,16,7,100.0
89,6,8,2.87,46,10,100.0
49,20,9,5.15,48,6,100.0
26,18,4,1.91,22,10,98.1
43,20,3,4.21,0,1,65.19
99,11,1,6.64,11,4,100.0
25,11,10,1.71,0,0,27.94
54,5,1,5.86,31,10,100.0
58,9,10,2.81,29,2,90.33
89,22,1,0.75,18,0,100.0
79,10,10,5.55,45,3,100.0
56,22,6,3.95,21,2,100.0
32,14,4,1.73,41,10,100.0
57,16,6,8.18,48,0,100.0
16,18,4,4.67,2,7,83.54
29,11,6,3.1,27,9,92.3
84,5,10,5.1,15,6,69.28
67,8,10,7.76,36,2,100.0
72,23,6,4.31,30,7,100.0
69,11,6,7.16,23,4,100.0
13,11,10,6.85,0,7,35.64
42,23,2,4.77,7,6,100.0
36,19,1,0.59,34,2,100.0
98,1,3,5.16,40,1,100.0
21,1,1,4.22,9,7,100.0
46,16,1,7.56,16,6,100.0
35,3,1,1.73,35,6,100.0
24,1,0,2.61,11,2,100.0
70,11,8,9.58,6,6,67.03
11,22,4,1.31,10,0,100.0
91,8,9,9.7,15,9,84.14
20,4,9,1.94,3,6,63.05
19,16,3,7.85,36,6,100.0
78,6,2,4.04,6,0,68.1
42,8,4,8.31,8,10,79.31
87,3,2,4.91,50,6,100.0
100,18,9,9.04,1,6,54.68
86,20,0,4.54,35,10,100.0
5,22,0,6.24,46,2,100.0
69,0,4,8.87,26,0,100.0
27,6,7,1.62,39,7,100.0
23,12,2,9.56,13,6,100.0
31,14,7,4.24,34,4,100.0
21,7,9,8.64,0,2,50.66
42,4,0,2.67,46,6,100.0
32,20,6,1.34,28,4,100.0
52,14,0,9.05,31,0,100.0
38,23,8,5.8,3,2,90.8
95,0,7,6.45,16,1,100.0
28,22,8,3.48,39,10,100.0
91,3,1,4.63,10,5,100.0
22,11,0,7.63,39,1,100.0
89,2,1,7.83,35,7,100.0
19,18,10,0.39,40,4,100.0
34,8,0,8.54,39,4,100.0
58,21,5,7.63,19,5,100.0
45,0,5,3.21,3,9,73.41
78,1,0,6.54,1,5,100.0
91,20,9,3.13,20,5,92.11
61,4,1,3.84,33,5,100.0
18,10,1,5.12,9,3,90.38
97,13,9,5.96,41,3,100.0
56,17,7,9.84,26,8,100.0
8,18,4,8.07,13,9,99.84
82,16,7,1.25,3,9,41.19
9,13,1,3.6,22,6,100.0
6,14,8,5.34,30,7,98.18
34,4,0,8.39,44,9,100.0
37,16,9,9.98,21,1,100.0
13,6,2,4.06,14,7,95.01
1,7,10,6.45,18,2,78.57
90,7,8,1.0,3,1,37.73
34,17,4,3.52,6,8,69.18
24,20,7,6.15,39,3,100.0
71,18,5,6.69,33,5,100.0
13,19,7,3.72,34,5,100.0
83,7,5,9.16,15,2,98.87
44,8,3,0.77,1,5,53.91
25,2,4,7.79,0,1,100.0
80,19,8,8.72,39,0,100.0
23,6,3,9.29,26,6,100.0
25,12,4,0.73,22,7,94.72
68,22,0,8.41,17,5,100.0
41,6,0,7.28,47,8,100.0
96,21,5,1.3,19,0,89.64
68,19,3,1.54,36,5,100.0
23,23,5,7.12,5,8,97.82
20,14,5,5.0,2,9,49.6
42,23,2,5.56,35,5,100.0
97,14,2,0.49,40,4,100.0
65,10,5,2.03,5,3,57.13
6,6,5,5.98,1,8,58.74
11,23,4,8.77,48,6,100.0
90,21,2,7.59,4,7,85.36
81,23,7,8.61,36,7,100.0
20,19,10,6.15,38,9,100.0
100,6,10,1.69,25,0,75.73
34,4,1,7.67,23,10,100.0
52,17,10,1.91,20,0,75.99
17,9,0,1.51,4,2,69.06
28,13,0,5.61,30,1,100.0
39,13,0,5.33,1,0,76.63
76,4,0,3.21,19,10,100.0
64,22,3,4.78,36,10,100.0
99,6,9,9.84,1,10,59.93
24,2,9,0.98,16,9,86.64
60,5,9,3.83,6,1,50.59
48,19,9,3.43,32,4,100.0
77,16,1,4.42,19,9,100.0
99,5,0,7.47,26,4,100.0
5,23,4,1.94,15,8,100.0
38,4,8,6.97,48,7,100.0
90,1,9,2.34,20,3,96.84
61,1,3,6.32,4,9,100.0
43,2,0,9.38,42,4,100.0
95,1,1,4.84,16,7,100.0
6,2,10,8.39,48,5,100.0
46,10,8,1.02,7,1,47.95
3,21,9,2.13,8,0,56.07
15,22,2,7.4,34,5,100.0
70,2,3,0.51,16,3,100.0
87,12,10,4.27,10,5,53.75
22,6,4,7.6,8,2,83.06
32,22,6,6.18,25,1,100.0
88,22,9,9.17,12,5,98.63
76,2,4,9.51,39,0,100.0
37,18,6,2.56,7,6,63.74
74,3,4,8.01,32,6,100.0
78,12,10,1.03,26,4,82.26
18,16,2,2.47,15,4,82.52
67,12,1,5.77,18,7,100.0
83,7,5,5.28,38,8,100.0
69,16,0,7.84,5,10,99.31
28,19,1,0.21,47,1,100.0
9,8,0,9.38,32,6,100.0
6,6,5,2.9,38,9,100.0
47,0,4,6.62,12,8,100.0
9,0,0,1.09,46,1,100.0
44,8,4,4.2,35,1,100.0
40,1,10,2.75,46,8,100.0
50,14,10,5.03,50,2,100.0
25,0,6,4.91,22,3,100.0
56,11,2,8.28,9,7,98.24
25,8,3,8.61,35,3,100.0
80,8,0,0.97,21,8,94.34
48,8,0,5.41,13,5,100.0
67,0,7,4.52,16,1,100.0
17,9,9,1.66,37,8,100.0
32,13,9,9.32,5,10,56.17
54,5,7,7.23,48,9,100.0
50,1,2,2.1,39,3,100.0
38,14,3,3.48,44,3,100.0
48,0,10,3.38,36,8,100.0
